10,2.4932723,0.6127806,9.2082882
13,1.8281337,0.6933963,8.0476675
14,-0.2546334,0.8600538,5.1166015
16,-0.3495869,0.7655075,5.5922756
18,-1.2048818,1.0937434,6.4013042
21,-1.2727804,1.6098253,5.1450496
25,1.9364679,-2.3069496,7.8579688
26,1.3263572,-2.0957935,7.5016122
27,1.1759534,-2.3991261,7.5916905
28,-1.2269672,-0.3864706,6.5287805
30,-1.5307034,-0.7492101,6.3066025
36,-0.2926050,1.5395551,4.8214970
37,-2.1713450,0.9251168,5.2059088
38,-2.0915182,0.5243458,6.0354395
40,1.1632960,-1.6750172,7.4573727
41,0.0105210,-1.8705887,7.1012692
42,-0.5031474,-1.8214220,6.8808479
43,-0.0064300,-2.0550985,6.8233232
48,-2.4527800,1.4864877,5.6839728
54,2.9065423,-0.7709006,8.2801790
58,3.1835289,-0.6761711,7.2479062
60,-1.6474186,1.3794405,5.8473835
66,1.0636835,-2.8497417,7.1444254
67,3.0228114,0.3865179,7.0981393
68,2.4876566,0.4645287,8.2101727
74,-1.9579035,1.4188693,5.8823333
75,-1.8953387,1.3460773,5.8575630
78,1.5651548,-0.6159114,6.9840808
84,2.4888506,-1.4624469,7.2299185
86,0.5550349,1.5688152,4.7002411
87,0.0520093,1.1676419,3.7320578
89,0.3076973,-1.8613526,7.1975079
90,0.9539745,-2.3953524,7.4718022
92,0.5796140,-0.3551914,7.0933380
93,0.5331192,-0.5568610,7.2117300
94,0.6038615,-0.9176552,7.2522473
100,-2.4135692,0.7241812,5.6128283
101,-2.5471299,0.4377133,4.8646212
102,-2.1882145,-0.7290915,5.3004141
103,0.1004488,0.2639844,5.7456942
104,0.8077844,-0.0983184,7.0186467
108,0.9861827,-3.0105019,7.3734102
109,0.4385366,-2.9756663,7.1863031
112,3.3979497,-2.4248071,7.1130457
113,-2.0362709,-0.4697813,6.2131081
114,-2.0817564,-0.3602267,5.2706094
115,0.7826359,1.5828274,5.6064291
116,0.0561994,1.0434220,3.5368035
117,0.5028346,1.3587165,6.1849103
120,3.1434433,1.3406628,7.2841563
126,-2.4721847,-0.0188295,4.8817616
132,1.3764601,1.2516114,6.4369373
136,0.9393911,-1.4755399,7.2910051
137,0.4876148,-1.3195639,7.1984568
138,0.9507306,-1.4885328,7.3554149
140,2.4540746,1.5616410,6.3229790
142,2.7750669,1.4103069,7.0292587
143,1.3691285,-0.0626056,7.4311271
147,-1.7829163,-1.9769789,6.0091157
149,-1.5627487,-1.8502257,6.5518470
150,-1.1207997,-1.9769819,6.3528900
152,2.3674552,-3.0552206,7.7802734
155,-0.4912428,0.8678760,5.3201475
156,-0.2965201,0.6830223,5.7017798
158,1.0873582,0.7252614,6.4954381
162,-2.4291041,-0.5276769,5.1809678
163,-2.3273785,-0.6958128,5.2631478
164,-2.5826731,-0.5597613,5.2998924
168,1.6642144,0.6353911,7.3749371
173,-1.2777337,1.6144135,5.1694183
181,-2.4394009,1.5000517,5.5895367
188,-0.0239046,-1.8336972,6.9161057
189,-0.5055692,-1.8370773,6.9012690
191,2.7603724,-0.7375855,7.8803854
194,-2.4931931,-0.0228744,4.9250326
195,1.3768131,-1.1223005,7.5166974
199,-1.2276968,1.4508747,6.3357005
205,0.0514749,1.0768435,3.6729293
206,0.5731562,-1.8567179,7.2210407
209,0.1316673,-2.1583586,7.2208805
214,3.1335523,-0.1318788,7.1143832
215,-2.3289680,-0.8033863,5.2025361
216,-2.3503568,-1.1581725,5.2930565
221,0.9711034,-2.9671812,7.2768950
222,0.4192286,-2.9252758,7.0576825
223,3.6139386,-2.6980798,7.3720484
227,2.7038007,-1.4384054,6.5086865
229,-1.5604934,-1.8507305,6.5355415
234,3.1659188,-0.6678535,7.2085509
238,1.4764131,-0.3841215,7.3242092
247,-2.1311216,-0.4647560,6.1314502
252,1.6988389,1.5649378,5.6115708
253,2.7198689,1.3797048,6.9158449
254,2.4397819,1.4223204,7.2469907
263,0.5778701,-0.3489025,7.0434437
264,0.5292467,-0.5547557,7.1466961
276,-2.4539149,1.2428296,5.9825883
277,1.0484166,-1.0665340,7.3296385
278,0.4846303,-1.3149678,7.1625981
283,3.3533368,-1.1312978,7.1756897
285,-0.3417163,1.0746766,5.0487084
286,-0.5281028,1.2180790,5.6681104
288,2.9352624,-2.9348428,8.1424112
292,0.2553015,0.8599179,7.9340997
294,-0.2874775,0.7226072,5.8879848
296,0.9634215,0.8483216,6.4537320
297,1.0952312,0.7289960,6.5491109
301,3.2108722,-0.6768793,7.3070335
302,-1.5509402,0.7443612,5.1966047
304,-2.0476050,0.5029640,5.9038978
305,-2.6662540,1.6055318,6.1309605
307,-2.5301733,0.9486243,5.1378517
310,1.5568123,-1.7965301,7.6243901
311,3.0367246,0.4099751,7.3729177
312,2.5000575,0.4507017,8.2926502
313,3.0009434,0.4838489,7.0523100
315,-2.3946958,-0.0753189,5.7566638
323,-1.5507224,1.2702802,5.4548564
329,-1.7588013,-1.9263391,5.9268451
336,0.6221682,-2.7347350,7.2487159
344,2.7934804,-0.7489160,7.9728680
349,-1.5011016,-0.7332250,6.1770120
