0:
 1280,336.7894897,293.7964783,325.5548096
 787,327.5713501,327.4366455,319.9938660
 10,457.7066650,289.6713867,453.6812134
 13,435.4490051,300.5920410,429.5936890
 14,294.0828552,341.6479797,285.9676208
 16,286.0884705,325.8044739,279.8034973
 18,219.9618988,344.2350769,213.1382904
 21,190.0573120,417.5727234,181.5113983
 25,447.4453430,105.3129807,441.4830322
 26,410.7709351,112.5261765,404.8086243
 27,399.8554688,92.3091660,394.0001526
 28,220.7853088,224.3741760,214.1774597
 30,192.7335510,194.0941467,186.0171814
 36,288.3035583,420.8499756,279.5419922
 37,101.9819565,347.7547913,94.5125809
 40,399.4425049,139.2973633,393.5871887
 41,318.9016113,119.4730682,312.7241821
 42,281.5396729,118.5740891,275.2546997
 43,317.8912048,99.3873367,311.7137756
 54,499.5780945,207.4841309,494.0460510
 58,545.5929565,205.8934631,539.3079834
 60,173.2766571,378.2933350,166.1302338
 66,396.5516357,49.3230972,390.5893250
 67,539.2453003,282.8247375,533.0678711
 68,475.0172424,283.7423096,471.0995178
 75,149.8475952,375.2653198,142.4862671
 78,434.2667236,209.8109589,428.4114075
 86,379.7834473,426.4085999,370.9150391
 89,341.5177002,121.4635696,335.4473572
 90,385.2461853,89.2970734,379.2838745
 92,360.8475952,229.1123657,354.7772522
 93,356.8274841,215.1966248,350.7571411
 94,361.6513977,189.5489655,355.6890869
 102,105.5737762,185.1118164,98.4273453
 104,377.7419128,248.0661011,371.5644836
 108,388.7590942,44.4935379,382.7967834
 109,351.8396912,41.4236870,345.8773804
 112,567.7811890,79.4310455,561.0648193
 113,147.9818420,216.0392609,141.0513611
 114,114.0917206,219.2071533,107.0536804
 115,391.7451782,399.0626221,384.0611572
 117,360.5082092,370.0152893,353.9003601
 120,541.2985840,349.3224792,535.1211548
 126,56.3154488,253.7454987,47.6619339
 132,429.2208557,356.7067261,423.2585449
 136,385.3178711,150.5370331,379.3555603
 137,354.5472107,160.1675568,348.5848999
 138,385.9071350,150.7369537,380.0518188
 140,519.0538940,381.6430054,512.3375244
 142,522.9323730,358.1246948,516.9700317
 143,414.0997620,251.1318207,408.1374512
 147,165.6438904,84.8993301,158.7134094
 149,195.6148224,109.6905289,189.1145630
 152,476.9149170,52.7619400,471.2753906
 155,272.2213135,339.6084900,263.9982910
 156,293.0432739,316.8875427,285.7895508
 158,405.1843872,312.6078186,399.2220764
 162,77.1809998,201.0673218,69.8196716
 163,90.1612320,186.9590149,82.7999039
 164,66.6048355,199.9502563,58.3818283
 168,435.2593689,299.6058655,429.2970581
 173,190.4491730,417.5738831,181.9032593
 188,315.3190308,116.3635178,309.2486877
 189,281.3467407,117.8075943,275.0617676
 191,500.7299500,207.8837128,495.1979065
 194,56.9101677,252.7635956,48.2566528
 195,413.7397156,177.6855164,407.7774048
 206,360.3742065,123.6959229,354.4118958
 209,328.4835510,101.7009964,322.1985779
 214,546.9808350,245.5935822,540.6958618
 215,86.7013321,176.4588318,79.5549011
 216,89.2167206,142.6021423,82.0702896
 221,387.7915344,44.8693161,381.8292236
 222,350.4778442,41.2269058,344.4075012
 223,574.4249268,67.1228561,567.4944458
 227,534.7169189,140.6967163,528.8616333
 229,195.8132324,109.3038330,189.3129730
 234,545.5929565,205.8934784,539.3079834
 238,423.5454407,228.4275818,417.5831299
 247,137.7349396,215.9186859,130.6968994
 252,476.3943176,398.2117920,468.8168335
 253,521.7728882,358.1252747,515.8105469
 254,492.8281555,357.0226440,487.0805359
 263,361.0467529,229.3118896,354.9764099
 264,357.4221802,215.0007019,351.3518372
 276,105.8633423,360.9240417,98.3939667
 277,392.6756287,179.8006439,386.7133179
 278,353.5643921,160.7448730,347.6020813
 283,561.5781250,173.4023285,555.1850586
 285,284.6112671,365.2370911,276.1738586
 288,506.4138184,69.8829727,500.6661987
 294,294.0416260,317.8824158,286.6802979
 296,395.3181152,322.3573303,389.3558044
 297,404.7915344,312.8078918,398.8292236
 301,545.1342163,206.3566895,538.8492432
 302,163.5787354,328.9028625,156.5406952
 304,136.9835358,299.0999756,129.8371124
 310,425.2828674,133.8887482,419.4275513
 311,531.6759033,283.4690247,525.6055298
 312,473.7124023,283.4289551,469.7946777
 313,538.6116943,290.5199585,532.4342651
 315,100.8092575,248.3179932,93.5555191
 323,172.6874542,377.5058594,165.5410309
 329,166.3336029,86.8999710,159.4031219
 336,364.3501282,60.2797470,358.3878174
 344,499.5774536,207.4062195,494.0454102
 349,193.2394867,194.0499725,186.5231171
 356,340.8059692,120.5775299,334.7356262
 357,384.1950989,89.2489319,378.2327881
 360,435.8319397,351.5508118,429.3316650
 361,428.8010254,355.8482971,422.8387146
 364,395.0303040,48.1277428,389.0679932
 365,89.9216003,187.8957672,82.8835602
 369,147.0182800,215.6155701,140.0877991
 374,361.2842102,229.0739899,355.2138672
 381,410.1456299,401.0484314,402.4616089
 387,540.0972290,348.2630310,534.0268555
 391,473.1783142,390.7123108,465.8169861
 392,524.7901001,349.6635132,518.8277588
 395,413.8253784,250.6950989,407.8630676
 398,492.6623535,59.8626137,487.1303101
 400,392.2030945,179.5613403,386.2407837
 402,386.2674561,151.4767456,380.4121399
 405,286.6802368,339.4986267,278.4572144
 406,258.0906982,335.1208496,251.4828491
 408,491.7789001,122.2463760,486.2468567
 409,395.3196411,322.1201172,389.3573303
 414,195.5842438,108.8443451,189.0839844
 419,363.2330627,60.8213234,357.1627197
 420,388.3013611,44.5058479,382.3390503
 422,141.1672668,295.1356812,134.0208435
 423,137.8208771,300.2328491,130.6744537
 424,403.5374756,64.4217911,397.5751648
 427,410.7408752,110.7395630,404.8855591
 429,498.4725037,207.1160583,492.8329773
 433,538.6104126,289.9572449,532.4329834
 434,146.4510956,217.0299988,139.5206146
 440,319.5393372,100.1227036,313.3619080
 442,476.9640198,362.7917480,469.4946289
 445,436.9373474,352.9525146,430.2209778
 449,334.9962463,377.4065857,323.5434570
 450,369.2013245,367.0836487,362.4849548
 456,362.5281677,190.6162109,356.5658569
 458,496.1056519,138.4036102,490.4661255
 459,147.8581390,290.0365601,140.7117157
 466,353.7972717,160.1394196,347.8349609
 467,413.2709351,177.5396271,407.3086243
 470,266.5491943,373.9596863,258.9717102
 471,285.3207397,363.8738098,276.7748413
 472,266.5325928,370.5754700,258.8485718
 474,542.0521240,350.8044434,535.8746948
 477,534.3908081,140.4159088,528.5355225
 478,450.6565857,242.2982025,446.8464661
 488,81.4581146,131.6316223,74.2043762
 490,372.7845154,341.5970764,366.8222046
 494,460.6764221,296.7664185,455.8975525
 496,472.3305359,283.1470947,468.4128113
 502,218.6953583,341.4146729,211.7648773
 508,169.4141998,87.7138367,162.5905914
 513,188.3958740,203.1296844,181.5722656
 520,147.8581543,290.0365906,140.7117310
 523,362.5197449,189.2570953,356.5574341
 527,315.1477966,114.6529846,308.9703674
 532,415.7400818,226.4265137,409.8847656
 534,148.0446777,375.6496887,140.6833496
 537,525.6801758,348.7610168,519.7178345
 546,372.6148071,366.0439453,366.4373779
 551,480.0291443,52.4146767,474.3896179
 553,103.9203262,221.0294952,96.7738953
 555,88.2750092,120.1992035,81.1285782
 557,267.9168091,374.3045044,260.4474487
 560,421.9043579,249.0071869,416.0490417
 566,337.9349670,310.9484253,326.3756104
 598,116.4079819,162.3339996,109.3699417
 570,435.7144775,339.0617981,429.3214417
 572,405.6005249,312.7177734,399.6382141
 597,138.1003113,216.7522278,131.0622711
 578,437.6049194,353.2853394,430.8885498
 583,57.1516533,251.6912537,48.6057396
 587,182.4406586,375.7867432,175.4026184
 603,450.7872620,241.7545166,446.9771423
 606,147.2365417,376.4628601,139.9828033
 607,411.6325073,175.4986115,405.7771912
 608,396.7890625,151.1489716,390.9337463
